OBJECTID,FACILITYID,INSTALLDATE,FITTINGTYPE,LOCDESC,ROTATION,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,GlobalID,geometry,ResourceID
2,WFIT-2,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{992A8E13-926C-4EC6-9886-F12ECC3E3099},POINT (-88.12981506562213 41.767341474259375),971c5d65-f101-4bcb-9dd2-595014c17f2a
3,WFIT-3,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{B50E4004-BC49-4467-BC50-49C9DB8AB43C},POINT (-88.18043538730822 41.78185844737204),db7ca6a3-08c9-4ae5-99a9-79795c5c6ad8
9,WFIT-9,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{CC820177-3C20-4AA3-8ACD-280A0A4A0443},POINT (-88.14706771198752 41.78430933840623),fc05a2da-7302-485b-ab21-31d1e2a4eed1
12,WFIT-12,000000,Cross,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{BEFF83F1-4252-4999-AFE4-2D907F652697},POINT (-88.17474081447111 41.7665616224682),e6a4244c-75c9-4b8a-8e7e-14ac124f38d9
13,WFIT-13,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{7A114209-67AA-4357-BA97-F03405A8B252},POINT (-88.12872624083018 41.76758758913957),d81d686b-6b6b-4d2f-9c68-36189f1791d5
14,WFIT-14,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{569F77CD-CB47-4DB9-B9CC-5A808717A7F5},POINT (-88.12654138334221 41.77501758685817),ad000ada-1a12-4e9b-9589-b120ac5dddcb
379,WFIT-379,000000,Transition,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{C169CE3D-048A-4AE9-9181-6945A71302D4},POINT (-88.1421179248697 41.78014159669165),dc9beeea-4fdb-41c2-8440-4255ec5abc9e
382,WFIT-382,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{E1458843-B002-48C8-8C6D-98A4599E19F8},POINT (-88.1198171890966 41.77512508505019),2dc2cfe7-2933-4f1a-8594-75b09f98baec
385,WFIT-385,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{2FEA0721-E9E4-4213-8C80-9FD699C66ECD},POINT (-88.12873706527587 41.77617088614005),69215f81-db0f-4177-89c9-0a99cb150208
395,WFIT-395,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{3EB7693C-270C-4C39-A6EB-F7E4D0CD9C4D},POINT (-88.12274329615255 41.772512610188784),084ca801-82e9-4a51-905f-98113957a312
396,WFIT-396,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{CAEF0F24-7191-4C97-A110-5425BA16A55C},POINT (-88.12132020569629 41.772716298749415),f1ad6700-9527-426d-896f-3f6294b0a4dd
397,WFIT-397,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{1486A11F-485C-4969-9F4A-F7BEE15EC023},POINT (-88.12430888191113 41.77333586828137),1fec891a-c8f7-4382-83a1-699808008423
404,WFIT-404,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{0A311DBE-C1BE-4722-9B96-80138FA54171},POINT (-88.12191250411101 41.77315611870026),32a45bf8-a283-4bf4-85d5-c3fbb0320799
405,WFIT-405,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{14CB05F3-8DB3-471D-A6FE-182EB50F9DF8},POINT (-88.12594861339787 41.782188090256426),2624fdec-3a27-4f3d-8bcc-495161591c0a
408,WFIT-408,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{94482334-E01C-4486-A6F3-920315F92EB2},POINT (-88.12866239386884 41.770425208865454),4fddbefe-b6aa-40f3-abdc-7e7d84c8efe3
409,WFIT-409,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{92ECA553-B882-45DB-9D11-E91E37EE6325},POINT (-88.1204986887641 41.78460405515809),85221068-1688-45d9-816c-a7d16fd9b7aa
410,WFIT-410,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{F37F09CD-E5D5-4473-9064-E26EECF85B12},POINT (-88.12650571971929 41.7717399906226),66f79020-74e4-4d5c-a1b5-2d17a4b31db5
411,WFIT-411,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{FDAF964D-0784-4F3B-ABCD-AE8E1D9298D3},POINT (-88.12730967782244 41.78190055297431),068dfbd5-32f0-4fa2-9fe3-2db0087faff2
412,WFIT-412,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{F0DC5F1B-0AB3-439E-9B2F-2832F97D4CA3},POINT (-88.12754872162756 41.78202259067796),df286f31-50bb-4e12-bd99-ba47bd33002f
413,WFIT-413,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{6DEE548B-EB22-4C18-A802-D481099B343A},POINT (-88.12827548712555 41.782411608806164),e5664011-6a1d-4e6f-864f-8cff6fb4f334
414,WFIT-414,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{FB9DCAE1-4F66-4EA9-A373-A9243262DA71},POINT (-88.12525501554853 41.78380798019976),a5b1fcf3-5f8f-4777-8e74-e27505f55d5a
415,WFIT-415,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{49F7E492-B5ED-4BD2-8404-8802883000ED},POINT (-88.12511544344406 41.783888042349254),19a96028-dc9c-4a82-8544-d43f23575740
418,WFIT-418,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{D1C0994F-8AE4-4613-8A74-C572E4E2DC0D},POINT (-88.12427190889197 41.773788919974244),3f465e65-57dd-48e6-99e7-9c388ba70c52
420,WFIT-420,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{9AE59042-FD50-46F2-9B38-8A235BBE1014},POINT (-88.11908031161033 41.77319205378544),fe246c48-e502-49cc-809d-08ff87ae5218
426,WFIT-426,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{7D8228FC-6E95-4464-8BB7-5EC39243341C},POINT (-88.12017739026014 41.77169403470013),eff9027f-b402-476b-97b3-370c54ffa20f
427,WFIT-427,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{4F1DD789-264F-4A0B-B4D0-D568C1CEB92D},POINT (-88.12011770306229 41.77235121770345),d7a22d00-67e2-4119-83d9-18fa965fc59a
428,WFIT-428,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{956BE92E-2336-40C7-9BC4-6557897BCC70},POINT (-88.12164716047016 41.773758577742534),3d206ab8-1380-4e14-805e-937a84f877e3
433,WFIT-433,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{77C69646-CAE2-4C95-8141-6AE6D8B311A6},POINT (-88.1266885917402 41.77090264592643),8125b224-8a4b-44fc-9c99-13e6a2f63c3f
434,WFIT-434,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{2E89E362-1D11-4417-8CFC-AD93716723F8},POINT (-88.13824567517966 41.785907746748485),0e065f0b-9074-4091-b54b-afd60b752d9e
435,WFIT-435,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{43546714-3B15-4428-AC78-7F9084CDB156},POINT (-88.14163392754638 41.78801446302547),b604eb68-aa91-4270-b1e1-adf4efe7c37d
436,WFIT-436,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{4FA8BA44-F5D3-4C09-AF92-129B51601AF7},POINT (-88.14635591591777 41.78953710647093),335adea3-0554-4123-aeb2-bdb5e65c4671
437,WFIT-437,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{D9E14286-81A7-45F3-95FE-A503E0F1E581},POINT (-88.14164270412324 41.79176430504436),1ce5e7d6-bc28-40c5-9d3a-ecee574025c5
438,WFIT-438,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{EC93F63B-EB88-4E31-9AB3-6A8B8D018CB3},POINT (-88.14100856776531 41.79178055913824),64323e22-2eeb-44bd-b97f-52472449f22b
439,WFIT-439,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{33BEB02B-BD48-4265-B090-D4DADCB017C0},POINT (-88.14222982934184 41.79179325832747),1b3897ed-72d6-4f76-96a4-88c63ad8e187
440,WFIT-440,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{AF471733-F73D-4ACE-863A-5E8D45A26336},POINT (-88.13462418867107 41.794978853694566),d45d8e4b-9952-4fb8-b3a0-cd3a5e34794b
441,WFIT-441,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{6ADDDFFB-E14D-47C7-BC65-A4D08B2C8C07},POINT (-88.14074422357893 41.79584046924876),34439048-8675-4408-b34b-d19f06caf402
447,WFIT-447,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{28F30870-6EE4-4D7A-99E5-790D26EAB489},POINT (-88.14309595119394 41.7918577679255),73a6c23d-2284-41c8-819a-0d99fc2da19f
449,WFIT-449,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{677B412E-663A-4DFE-BDA7-08D4EC1FED34},POINT (-88.1412963274045 41.78606690250989),6cdaaf5b-4a04-4872-b5a4-5b37a8cc5d7a
450,WFIT-450,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{74B8E0D4-00FB-485F-839E-289DC5495B98},POINT (-88.13039300654913 41.791155587975034),5dd308c3-c1bd-4d20-9b82-8586c296794d
451,WFIT-451,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{CAED0813-45A4-4791-ADFB-2102684C6AE5},POINT (-88.14255046063275 41.79699936494059),a9529c4f-3d4e-463c-80b5-e50b51e7afab
455,WFIT-455,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{25922D6A-A3BE-41DF-808C-271C7F965ED0},POINT (-88.13046976163527 41.79612729911586),a16cbf44-9b2c-4e88-b5dc-67fac6de3af2
456,WFIT-456,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{2FB75C8F-28E9-4391-B074-5DF2AE35CD06},POINT (-88.13415803334723 41.78768515381801),cc8a9f81-5007-4d48-8210-3ba6b48af38c
457,WFIT-457,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{5A9B36AE-6EC2-4B33-9984-09F0349D496F},POINT (-88.13717853663864 41.79013617949875),6edf8d8d-4f44-4d4f-ab47-74ebbe84d35d
458,WFIT-458,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{F75700F3-9CC3-4BFC-9560-716CD3C540AB},POINT (-88.14391964941115 41.78965294555932),950e292e-f1b8-42d3-8c57-e713f8328bf4
459,WFIT-459,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{7879D4F4-EEA7-4CC5-8A60-F92019B3B666},POINT (-88.13625507999755 41.793201797391895),d91d8e81-a3e0-4970-9741-c21f976f0346
460,WFIT-460,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{E3C5378D-F51E-499D-A597-2771213DBE9E},POINT (-88.13845336571926 41.79316762696723),36453e32-7a00-4779-bf85-041b4b7f4d9b
461,WFIT-461,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{6BC9012C-1D25-4985-81C6-CC03CF49F9B7},POINT (-88.14073801216078 41.79365354474473),ffe6df4f-3e78-4257-b5f9-65e18d133acf
462,WFIT-462,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{9A646BE2-C21A-4228-8B6A-8F800B942AAB},POINT (-88.1332673121232 41.795437498651395),a0e3226e-db0d-43f7-8e4f-9f5223ccbcb8
463,WFIT-463,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{4A552DED-6CF2-4F48-8A59-E1B6E5530422},POINT (-88.13708622322689 41.796545377978006),281826fc-5950-49e2-ba52-8bf52fa1ec8a
466,WFIT-466,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{AF333E88-AF4F-4D40-83E8-A5BC1B106002},POINT (-88.14143085933077 41.79259717978211),e4434739-5a79-4528-aad7-846ae2a1455c
467,WFIT-467,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{F3A33CC7-EFE3-4DB1-BB23-73385CF9794C},POINT (-88.1370642028584 41.795717844241814),36246453-7dce-4615-8b71-1e9e9ab9402e
468,WFIT-468,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{A892E223-7214-44DA-BED0-06C185EC688F},POINT (-88.13978526122128 41.786777994597415),a9fe7975-fbf3-4053-8c42-c2375ed75a42
469,WFIT-469,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{677AC5BD-6475-476E-83D6-BD6159718BC8},POINT (-88.14067892129071 41.794316436282344),1f8b22b3-8c18-4649-b316-b53a624b0cb7
470,WFIT-470,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{6DCC0872-5A3A-4BA4-A2B0-673C8B4DFCCF},POINT (-88.13918468060722 41.788485831981816),758adec7-8188-4267-b14e-31bdfe38f8af
471,WFIT-471,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{53D10576-1C2B-42EF-BF73-D575D95F0907},POINT (-88.14314287928018 41.789656744783514),26422880-e37c-4ccb-ba4c-4a7c18e6b7a7
474,WFIT-474,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{611B071E-883B-4D70-8A00-4AF4CF4B34E0},POINT (-88.14130668225958 41.788018326482124),f9ef1d99-9c15-4500-b8ff-40e3f3c26200
476,WFIT-476,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{1836A393-59C9-4EF4-BD99-65E07EA3A3E9},POINT (-88.14583869100929 41.793909425175336),0c884937-f5d0-43e8-81f1-d803d986e805
893,WFIT-893,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{886162DE-2F22-4BCF-853B-4479D57E340B},POINT (-88.1258391403531 41.77092225552099),c2d17400-909d-477a-9fff-b9c412b2c3b5
894,WFIT-894,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{C0ED301E-63EF-486D-A890-A5518CFA6DC7},POINT (-88.123272636016 41.77129791827139),388cc6cc-a5cf-44ce-85b3-69aba6729f00
895,WFIT-895,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{3C58E33F-D522-41A7-BDA6-BF89C1A9E397},POINT (-88.12067641574413 41.77319323194729),1073fe07-9a64-4746-a5ea-c5716511d648
896,WFIT-896,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{1B5AE4A0-FE39-4121-9347-6FFBA6B09FA2},POINT (-88.12512184921032 41.782777356965724),11b7b729-c1f1-4738-b501-f3c682c44ac0
897,WFIT-897,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{C4718EB1-0EFE-4517-A3CB-D494E5C274DF},POINT (-88.12280385745754 41.78427508025611),504b09b2-abaf-41a0-88d6-08eb39173f3a
898,WFIT-898,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{89C16429-E1D5-43F6-AECA-B4966F2AE7AA},POINT (-88.12746879278299 41.77003362730449),9239ef0c-ff80-4b93-8d31-9aa385e62ab0
899,WFIT-899,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{4539F89B-8D6B-4478-B432-C0FC72E18F01},POINT (-88.1257792729587 41.7718396735372),3b543f4d-fb3c-4567-b446-1c666f5bdcae
901,WFIT-901,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{5A59EC3D-030F-4149-934E-F9939006ED81},POINT (-88.12780355039101 41.770080413535254),11c1e254-d790-4839-b0ca-1c5e5b57950c
902,WFIT-902,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{EC23EC30-B958-4998-9E55-1118C31F06AF},POINT (-88.12655032490844 41.78221808638359),8629bece-6433-4202-b0fa-bb3f80df0982
904,WFIT-904,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{A0C61BB9-DE7D-41F5-A2B5-CF61840AF45C},POINT (-88.12676812130476 41.77340797127341),b50f0ca2-1fd3-4139-b1c7-eb81f1c150c4
905,WFIT-905,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{CCD62F7F-BE5B-4F59-A792-6F1472D4E93C},POINT (-88.11975183710481 41.77567960558638),dd733386-b002-4fef-990a-0ca6f4b64b9c
906,WFIT-906,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{F484344C-6DB9-488D-879F-F20469122752},POINT (-88.11984243278937 41.77491088861868),2955ac8d-7254-4875-85d5-c338081fd94a
910,WFIT-910,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{CBFD49FC-F0A5-4707-95C5-03C57A2C864C},POINT (-88.12532146719197 41.7708889558441),3cbac818-f0a3-4660-ade7-c1c7bb7b8d78
911,WFIT-911,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{2C28200B-CFCA-4AAA-B67A-CC36EA654FCD},POINT (-88.12013448330241 41.772139947786414),c86c17fd-cbc3-43b8-af21-9b581a4e26ac
912,WFIT-912,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{0F1D3940-D775-4867-85FF-2041CE035C3C},POINT (-88.12730808914138 41.77238368454253),41446a81-dd94-4a98-aff5-31d0737c439b
913,WFIT-913,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{0E9C3A61-B346-4AAF-A461-48D3157C9212},POINT (-88.12443402871267 41.77305499864954),59bee953-2a75-40fa-85b5-f95343f1b8b1
914,WFIT-914,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{16171E94-185A-4C49-93F3-26FAAEB6E6FE},POINT (-88.12278987234949 41.7748403730995),c479daf7-2670-4253-a572-38b92a13da25
916,WFIT-916,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{28B49ADB-E5F1-4A9F-AF06-1F92A3158BDC},POINT (-88.12590454896522 41.78330299714672),e7396a9a-8c4d-4451-ba63-788a68be06e5
917,WFIT-917,000000,Reducing Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{41771EE5-6D97-46F9-81CA-C64F66932750},POINT (-88.12501355602109 41.783938761430655),7b4f3884-5aed-4d66-8994-04aca7abb522
920,WFIT-920,000000,Tee,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{159AAF65-31A2-417A-AD87-821F9C96A217},POINT (-88.12164328276523 41.77316414941518),285e2a09-f2f0-4516-9b6a-483a01a826cc
925,WFIT-925,000000,Cross,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{E339E34A-BB4F-4C17-8CE4-0E03EACE657C},POINT (-88.12434050483812 41.77305020699443),dde60273-a34e-4ee6-92c8-fa23174463e6
927,WFIT-927,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{5968EB4C-B71C-41CB-8A52-D0049A7F80A3},POINT (-88.12888007306903 41.78341219675574),04b35f26-71f2-4109-b725-13b440e28869
928,WFIT-928,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{18CDF9D6-B790-4976-92AD-069946E46294},POINT (-88.12938779217976 41.77778093227861),297bb966-f254-4410-b69f-a986b5b5e02c
929,WFIT-929,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{CC2F57A6-2741-499B-A86D-112E07DD55B1},POINT (-88.1249948060703 41.783941562671465),0a263043-3c66-4c80-9096-ba93451df533
931,WFIT-931,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{5583860C-49FE-4AC5-B61C-42FC27943BAB},POINT (-88.12896484691893 41.77218482598787),612ce2ec-3d00-40c1-ac14-deaf733b5985
932,WFIT-932,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{D8823B39-49E8-476E-842D-4C150CF866E3},POINT (-88.12897602408897 41.77269975603001),d805b7ec-68b7-41b3-ac87-8eb92d6e9b45
933,WFIT-933,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{A6E1E0AB-5970-43E7-A50C-798A631E40B1},POINT (-88.12900096819334 41.7733613455965),ae13e62e-ac3a-4a31-b3f9-8509753e49a6
934,WFIT-934,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{8FD7CA72-F2C3-4937-BD4C-F89E74192F3D},POINT (-88.13053676915786 41.77483413591049),fb9b2349-e740-4b0a-9c69-fadef3f005a4
935,WFIT-935,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{2FE26721-2A44-4A3F-A69F-3C45486F8758},POINT (-88.14055700955521 41.77075638653573),ef118146-17f8-4d77-8b75-68434c31f194
936,WFIT-936,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{8C83F5F9-6890-42D4-AC1C-78620E4EA97A},POINT (-88.13336844703863 41.77437951666965),1e181a94-5dcf-4646-a114-57cbcd1df39d
937,WFIT-937,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{51397FA1-E2A2-4840-BF45-967AC54B34B0},POINT (-88.12894281878616 41.77160930908972),da6b29b7-b30a-49fb-acf6-21cc3ee4f987
938,WFIT-938,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{23700BBA-91FD-4614-A8C8-0C96587AEB3A},POINT (-88.137591549864 41.77045708571872),2eb5cb92-2bcf-4e86-96de-7c06a87efbc6
939,WFIT-939,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{1AAC21C7-11C2-4A72-BD20-CD798179131A},POINT (-88.1415531713701 41.77128531609752),2cf22879-4b0d-49ef-8212-05e602a0c404
940,WFIT-940,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{23249D40-E5E5-43C2-A110-2FFCD4336FB0},POINT (-88.14448930081011 41.77186491103041),504d0aea-980e-4932-b546-105a3d6a9c72
941,WFIT-941,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{B59B6460-2B5E-4C2B-B1A1-C5DB106D3E43},POINT (-88.13567662928574 41.78193397732047),74f42617-3f74-4600-82c7-8847f24a9744
942,WFIT-942,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{769D473C-B3D1-49C2-B672-ECABCAF4E82B},POINT (-88.13876314052766 41.78235028049388),54fbedd6-f646-4f09-9727-c6b0ec861421
943,WFIT-943,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{D54A252A-09F4-4E31-97B5-610DCBCD9C28},POINT (-88.14014816949589 41.78333214207501),a232387a-7928-4e02-aa4f-7c8fa8354ecb
944,WFIT-944,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{ECAA4BCB-9127-4959-8984-7CE72B139F28},POINT (-88.13914442438188 41.770852548084086),fa7367e4-e2a4-4c89-a970-ac4534fdf6bc
945,WFIT-945,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{0652DDF7-81EC-45BB-9B97-1C04E115ECC8},POINT (-88.14222169520114 41.77694834464942),c285abf5-bc60-42e0-8ed5-89b6231f4c86
946,WFIT-946,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{76B51294-652B-4A92-BF3C-70894C46EF47},POINT (-88.13776280276596 41.77103217724322),3cb190aa-d421-47f2-aed2-f411fac46528
947,WFIT-947,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{A9DA2F1A-6AA5-4799-85C8-A734E49CC57E},POINT (-88.14102562595288 41.77290542765788),5a21af52-c4d5-4da9-aede-5270afa7d2f0
948,WFIT-948,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{EB8A17A5-5E0D-4583-8993-E017E61BC76A},POINT (-88.14524894839312 41.77341978872865),11eeed64-3595-4ad6-8d01-eb428c9902c8
949,WFIT-949,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{9B64997B-0C5C-41BC-84FC-D346D96AC911},POINT (-88.13956727040005 41.773994694018995),b238a2a0-c8f4-474f-baae-5d84726162b7
950,WFIT-950,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{F038553B-446D-4625-84A2-416871BF908E},POINT (-88.14610094854706 41.78118547942672),a5f02198-0562-422c-ab8b-974cc812668b
951,WFIT-951,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{DF31528B-2E96-414E-9294-92D2C813996D},POINT (-88.1346473152541 41.78329162871505),8a2f6589-d7c5-4968-8075-1cd821d77582
952,WFIT-952,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{AB6E231B-12D7-4F4D-992F-58B699C2F70D},POINT (-88.13810688888421 41.77221990453107),5bf39105-2329-49dd-8e2d-d8c8acb8defa
953,WFIT-953,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{3EFE4D19-B762-46B7-9D86-87527B112755},POINT (-88.13814038700303 41.77429769834607),1de2bb92-4295-4b36-8b5d-db4fdf0d5025
954,WFIT-954,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{A8EF41F3-E040-4A81-9318-C13E98E37242},POINT (-88.14226297120878 41.77619060157324),89cad5a1-d065-4c78-9f77-4bf7929c2b20
955,WFIT-955,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{5DB6D2B2-5584-4FAD-B27D-2551CF6317BC},POINT (-88.1408178098525 41.77683265223012),bcb7249b-9ccc-4e0d-99a1-d4f30783113d
956,WFIT-956,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{4FA1840F-D9F7-4768-960F-7C270CB27299},POINT (-88.14636743985503 41.776102674744685),7767aa1c-4a12-448a-ab5d-c9d7b34677dd
957,WFIT-957,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{FC166E2D-A260-4CEC-8E5C-B5560845B650},POINT (-88.14241668344664 41.77317506033386),8f2443d4-9306-4dd4-b568-ee5475ee182f
958,WFIT-958,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{152498DE-6F24-451C-8208-B5167CD39FB7},POINT (-88.14240082319994 41.77348595941517),8492bdef-49b0-4401-8110-27d1de4b2e1a
959,WFIT-959,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{FA9B0FF6-F392-4CD6-9D2F-2B31AA90B2D7},POINT (-88.13549740647487 41.774119185942126),70e90a29-0262-4f63-8c1d-47fd679607c5
960,WFIT-960,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{D4AB0FDD-AF52-441A-B612-B99846D9AFCE},POINT (-88.13803419346004 41.77641818966348),c3dcc729-503f-465e-9917-6c7a900544ac
961,WFIT-961,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{0D1F49AF-9786-46ED-9D23-AA01FC1A7010},POINT (-88.14467498849696 41.78150584484456),9f1c4d72-15ba-4978-9786-e8dee3048d7c
962,WFIT-962,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{0783ED82-98E6-4C0A-B9D2-17E07DF6668C},POINT (-88.1460617320706 41.78178885129335),ad1be634-4703-4d5b-b444-16738718aa48
963,WFIT-963,000000,Tap,,,True,True,Our Agency,Our Agency,20100420110239,Esri,{287F4D17-E87A-4B9A-89BB-DC7AACEC358B},POINT (-88.13540424669641 41.78407806121277),9e400e35-53e3-49b1-a276-b6a06f4c2f2c
